avhengig_var,kjønn,utdanning,alder,inntekt
61,mann,videregående,35,855
41,kvinne,videregående,59,928
83,kvinne,grunnskole,27,729
97,mann,grunnskole,69,1077
76,kvinne,høyere,38,897
17,mann,høyere,49,502
33,kvinne,videregående,42,954
4,mann,videregående,64,930
28,kvinne,høyere,40,719
38,mann,høyere,53,385
37,mann,videregående,26,958
33,mann,høyere,39,870
11,mann,videregående,32,962
39,kvinne,videregående,41,466
74,kvinne,videregående,25,681
6,mann,videregående,30,712
15,kvinne,høyere,37,623
6,mann,grunnskole,30,550
52,kvinne,grunnskole,38,1083
91,mann,grunnskole,49,540
80,mann,videregående,58,259
0,kvinne,videregående,31,979
99,mann,høyere,66,362
62,mann,grunnskole,57,644
81,kvinne,videregående,45,1188
61,kvinne,grunnskole,20,746
25,kvinne,grunnskole,38,975
67,mann,grunnskole,61,204
80,mann,grunnskole,62,1098
44,kvinne,grunnskole,24,592
64,kvinne,grunnskole,22,1043
5,kvinne,videregående,47,945
66,kvinne,videregående,61,337
43,kvinne,videregående,66,392
21,kvinne,grunnskole,32,429
93,mann,grunnskole,64,222
75,mann,grunnskole,41,928
83,mann,videregående,58,461
98,mann,høyere,21,877
13,mann,grunnskole,62,318
53,kvinne,videregående,25,760
32,kvinne,høyere,27,410
88,mann,videregående,44,877
12,kvinne,høyere,56,917
17,kvinne,grunnskole,50,936
79,mann,videregående,25,1003
13,kvinne,grunnskole,56,404
99,kvinne,høyere,30,566
90,kvinne,videregående,28,240
70,kvinne,grunnskole,62,1155
61,kvinne,grunnskole,18,213
85,mann,grunnskole,54,885
63,mann,grunnskole,67,723
9,mann,videregående,59,436
58,kvinne,videregående,47,251
12,mann,grunnskole,36,568
86,kvinne,videregående,65,318
12,mann,grunnskole,26,879
82,mann,videregående,40,1115
56,kvinne,høyere,23,581
43,mann,grunnskole,43,609
58,kvinne,videregående,62,1071
61,kvinne,høyere,69,370
14,mann,høyere,64,260
20,mann,videregående,55,694
72,kvinne,grunnskole,57,588
99,kvinne,høyere,19,1083
87,mann,videregående,49,315
52,kvinne,grunnskole,22,467
83,kvinne,grunnskole,63,1089
86,mann,høyere,39,731
66,mann,videregående,60,944
31,kvinne,videregående,60,892
82,kvinne,grunnskole,70,771
78,mann,grunnskole,59,1156
20,kvinne,videregående,28,276
96,kvinne,videregående,33,538
35,mann,høyere,32,763
82,kvinne,videregående,70,440
10,kvinne,videregående,69,786
57,mann,videregående,46,523
15,kvinne,høyere,59,218
13,kvinne,videregående,20,770
70,mann,grunnskole,68,818
79,kvinne,høyere,53,411
83,kvinne,videregående,41,1045
6,mann,videregående,39,773
98,kvinne,høyere,60,572
91,kvinne,grunnskole,24,977
84,mann,grunnskole,39,563
81,kvinne,høyere,51,582
89,mann,grunnskole,28,704
17,kvinne,grunnskole,34,825
25,mann,grunnskole,43,420
58,mann,høyere,39,310
96,kvinne,grunnskole,58,1057
86,mann,videregående,47,874
75,mann,videregående,18,743
94,mann,høyere,45,1058
74,kvinne,høyere,67,1143
22,mann,høyere,70,331
13,kvinne,høyere,56,820
41,kvinne,videregående,56,1137
88,mann,videregående,43,1186
43,kvinne,videregående,69,336
17,kvinne,høyere,62,1107
95,kvinne,høyere,53,1081
40,mann,grunnskole,31,839
91,kvinne,høyere,40,1143
86,mann,høyere,59,1198
22,kvinne,høyere,25,979
45,kvinne,høyere,54,1165
85,kvinne,høyere,65,1115
68,kvinne,videregående,69,213
66,mann,grunnskole,42,348
6,mann,grunnskole,35,968
100,mann,videregående,61,456
18,mann,høyere,68,502
26,mann,videregående,70,663
13,mann,høyere,59,774
49,mann,høyere,68,1015
89,kvinne,høyere,60,248
48,kvinne,videregående,68,1199
87,kvinne,høyere,21,213
95,kvinne,grunnskole,57,1089
99,kvinne,grunnskole,58,921
90,kvinne,høyere,52,956
77,mann,høyere,30,501
57,mann,høyere,22,391
22,mann,videregående,20,638
35,kvinne,grunnskole,28,798
32,mann,videregående,47,926
19,mann,grunnskole,38,811
6,kvinne,videregående,68,786
70,kvinne,grunnskole,68,924
40,mann,grunnskole,51,269
100,mann,videregående,52,749
51,mann,videregående,32,1104
27,kvinne,videregående,41,500
27,kvinne,høyere,70,970
83,mann,grunnskole,60,554
57,mann,høyere,57,1140
79,mann,grunnskole,61,1106
41,kvinne,grunnskole,42,462
69,kvinne,grunnskole,51,1041
98,kvinne,høyere,69,720
57,kvinne,grunnskole,36,1119
83,mann,videregående,50,284
12,mann,høyere,52,207
80,mann,grunnskole,60,844
99,mann,høyere,45,1055
13,mann,høyere,62,1099
94,kvinne,høyere,70,1162
9,mann,grunnskole,47,934
42,mann,grunnskole,22,255
22,kvinne,høyere,22,788
29,kvinne,videregående,42,661
80,kvinne,videregående,38,217
49,mann,høyere,18,856
92,mann,høyere,55,246
89,mann,videregående,50,308
37,kvinne,høyere,23,488
97,kvinne,videregående,43,1041
84,mann,videregående,28,746
28,mann,høyere,43,1015
69,kvinne,høyere,27,505
86,kvinne,grunnskole,53,1095
71,mann,grunnskole,20,205
73,kvinne,høyere,53,1169
10,kvinne,grunnskole,65,959
92,kvinne,grunnskole,44,1127
82,mann,grunnskole,29,426
78,kvinne,grunnskole,25,385
85,mann,høyere,47,860
70,mann,videregående,60,268
32,mann,grunnskole,64,794
62,kvinne,videregående,26,887
83,mann,grunnskole,36,834
8,mann,videregående,49,661
42,kvinne,høyere,55,356
72,kvinne,videregående,45,372
0,kvinne,grunnskole,68,426
91,kvinne,videregående,41,337
86,kvinne,videregående,47,656
45,kvinne,videregående,53,311
22,mann,videregående,70,343
68,mann,videregående,64,1107
80,mann,høyere,22,1113
2,mann,høyere,55,614
98,mann,grunnskole,53,466
69,kvinne,høyere,67,352
46,kvinne,grunnskole,67,803
93,kvinne,grunnskole,47,713
65,mann,videregående,41,714
1,mann,høyere,61,369
96,mann,videregående,28,383
72,mann,høyere,64,695
45,mann,grunnskole,66,699
29,mann,videregående,41,439
5,mann,høyere,68,569
49,kvinne,videregående,20,240
83,kvinne,grunnskole,63,1191
66,kvinne,høyere,34,792
69,mann,videregående,59,587
46,mann,høyere,34,585
28,kvinne,videregående,70,1088
44,kvinne,videregående,56,206
64,mann,videregående,28,435
9,kvinne,grunnskole,27,391
20,kvinne,høyere,63,1036
15,mann,videregående,69,538
92,mann,videregående,61,690
61,mann,høyere,28,862
52,mann,grunnskole,20,330
73,mann,grunnskole,58,724
5,mann,grunnskole,28,464
23,kvinne,høyere,54,852
2,kvinne,grunnskole,31,659
77,kvinne,videregående,28,424
52,mann,høyere,70,985
23,kvinne,grunnskole,64,902
43,kvinne,høyere,55,270
29,kvinne,videregående,26,311
2,mann,høyere,50,900
53,mann,høyere,24,381
60,mann,høyere,50,970
15,mann,videregående,60,333
77,mann,høyere,59,641
66,kvinne,videregående,20,914
67,kvinne,grunnskole,69,693
98,kvinne,videregående,55,1023
94,mann,videregående,26,460
61,mann,grunnskole,36,812
69,kvinne,videregående,30,205
90,mann,høyere,51,320
66,mann,videregående,59,410
88,kvinne,videregående,41,309
19,kvinne,høyere,55,459
33,kvinne,høyere,41,826
35,kvinne,grunnskole,44,765
100,kvinne,grunnskole,41,772
71,kvinne,videregående,37,791
44,kvinne,høyere,26,1075
84,mann,høyere,32,657
100,mann,grunnskole,31,720
51,kvinne,høyere,57,913
87,mann,grunnskole,42,1187
81,mann,grunnskole,70,348
60,kvinne,grunnskole,22,469
28,kvinne,grunnskole,56,238
92,kvinne,videregående,57,871
66,kvinne,høyere,56,258
99,mann,høyere,49,649
1,mann,høyere,69,730
36,mann,grunnskole,68,813
65,mann,høyere,28,890
4,kvinne,grunnskole,59,200
20,mann,videregående,67,609
45,kvinne,videregående,55,405
66,mann,høyere,63,270
11,kvinne,høyere,53,1136
74,kvinne,videregående,70,483
28,mann,videregående,43,788
0,kvinne,grunnskole,44,718
13,mann,høyere,36,548
14,kvinne,høyere,70,1012
73,kvinne,høyere,46,1189
48,kvinne,grunnskole,66,547
99,kvinne,høyere,47,1118
75,mann,videregående,25,464
8,kvinne,høyere,68,425
86,mann,videregående,44,1178
45,mann,høyere,34,454
36,mann,videregående,61,966
43,mann,høyere,29,687
40,kvinne,grunnskole,54,475
23,mann,videregående,65,404
30,mann,videregående,31,434
25,mann,høyere,40,359
99,mann,grunnskole,23,892
84,kvinne,høyere,18,982
69,mann,videregående,41,835
40,kvinne,høyere,35,702
23,kvinne,videregående,32,968
73,mann,grunnskole,51,1018
54,kvinne,høyere,20,714
44,kvinne,høyere,67,378
58,mann,høyere,51,671
40,mann,grunnskole,61,415
48,mann,videregående,41,827
33,mann,høyere,34,442
34,kvinne,høyere,39,574
23,kvinne,videregående,31,629
89,kvinne,videregående,43,486
57,mann,høyere,26,789
87,mann,grunnskole,64,476
30,kvinne,videregående,30,349
94,mann,videregående,69,209
22,kvinne,videregående,26,1114
80,kvinne,videregående,37,456
71,mann,videregående,24,907
20,mann,grunnskole,70,460
60,mann,videregående,65,542
33,kvinne,videregående,53,770
32,kvinne,grunnskole,44,324
44,mann,høyere,54,865
83,mann,videregående,40,532
86,kvinne,høyere,46,1110
10,kvinne,høyere,36,674
80,mann,grunnskole,58,1027
43,kvinne,høyere,57,785
51,mann,grunnskole,28,551
29,kvinne,videregående,59,498
90,kvinne,høyere,59,604
34,kvinne,videregående,65,801
66,kvinne,videregående,28,388
2,mann,høyere,33,877
32,mann,grunnskole,28,606
13,mann,grunnskole,48,761
6,mann,videregående,51,983
10,mann,videregående,57,359
10,kvinne,videregående,32,453
94,kvinne,videregående,58,329
16,mann,grunnskole,20,879
45,kvinne,videregående,47,1198
69,kvinne,høyere,46,338
89,mann,høyere,56,667
80,kvinne,høyere,58,854
68,kvinne,videregående,48,752
29,mann,videregående,37,574
52,kvinne,grunnskole,37,210
0,mann,videregående,36,680
68,mann,høyere,49,1169
96,kvinne,videregående,18,984
55,kvinne,høyere,32,1015
0,kvinne,grunnskole,44,1103
71,kvinne,videregående,33,367
91,kvinne,videregående,32,469
10,kvinne,høyere,33,729
97,kvinne,videregående,59,960
68,kvinne,videregående,30,1073
8,mann,grunnskole,36,313
81,kvinne,høyere,46,478
89,kvinne,grunnskole,38,219
19,mann,høyere,19,390
13,kvinne,videregående,26,932
56,mann,grunnskole,23,354
1,kvinne,grunnskole,39,630
39,kvinne,videregående,47,913
4,kvinne,grunnskole,66,1174
18,mann,videregående,67,601
9,kvinne,grunnskole,30,1117
32,kvinne,grunnskole,25,1197
98,mann,videregående,67,1198
56,mann,høyere,20,403
58,mann,høyere,60,413
60,kvinne,høyere,37,1158
41,mann,høyere,64,243
95,mann,videregående,48,853
38,mann,videregående,21,1084
85,mann,grunnskole,33,848
55,kvinne,grunnskole,28,1013
35,mann,videregående,68,448
1,mann,høyere,68,907
60,mann,videregående,67,291
31,mann,videregående,23,902
79,kvinne,høyere,21,261
45,mann,høyere,52,1010
13,mann,videregående,32,524
71,kvinne,videregående,64,397
2,kvinne,videregående,64,337
32,mann,videregående,63,648
71,kvinne,høyere,62,701
24,mann,høyere,40,531
93,kvinne,videregående,56,1136
70,mann,grunnskole,51,358
57,kvinne,videregående,52,575
58,mann,høyere,50,588
93,mann,grunnskole,57,1077
46,mann,videregående,64,264
84,kvinne,grunnskole,51,899
63,mann,høyere,36,530
52,kvinne,grunnskole,24,735
84,mann,grunnskole,26,382
4,mann,grunnskole,49,396
12,mann,høyere,59,1056
49,kvinne,høyere,57,918
75,kvinne,grunnskole,41,426
77,mann,grunnskole,31,871
62,mann,videregående,69,854
7,kvinne,høyere,65,1160
53,kvinne,høyere,21,1043
78,kvinne,høyere,20,951
9,kvinne,grunnskole,31,1183
66,mann,grunnskole,64,436
68,kvinne,grunnskole,30,738
84,mann,høyere,58,1170
22,kvinne,høyere,24,984
81,kvinne,høyere,47,919
85,kvinne,grunnskole,28,1011
23,kvinne,høyere,39,873
20,kvinne,videregående,38,763
41,kvinne,videregående,66,848
55,kvinne,høyere,33,776
69,mann,videregående,67,763
95,kvinne,videregående,46,658
50,mann,høyere,20,491
76,mann,høyere,26,1111
38,mann,videregående,32,419
40,mann,høyere,70,482
70,mann,grunnskole,20,671
45,mann,grunnskole,34,575
74,mann,grunnskole,34,1030
38,mann,høyere,43,782
27,mann,høyere,38,1011
61,mann,videregående,70,1120
88,mann,høyere,59,507
4,kvinne,grunnskole,67,257
98,kvinne,videregående,70,644
53,mann,grunnskole,65,868
77,mann,høyere,67,847
48,mann,videregående,51,242
40,mann,videregående,50,914
28,mann,grunnskole,61,949
50,kvinne,høyere,54,716
11,mann,videregående,36,1005
50,mann,grunnskole,39,284
60,mann,høyere,43,468
10,kvinne,høyere,45,992
89,mann,grunnskole,48,772
25,kvinne,videregående,59,785
25,mann,grunnskole,22,472
99,kvinne,videregående,61,1146
73,mann,grunnskole,60,623
54,kvinne,videregående,30,528
44,mann,videregående,28,558
78,kvinne,høyere,27,651
5,mann,grunnskole,61,582
19,mann,grunnskole,65,255
31,mann,videregående,18,551
88,mann,videregående,46,682
2,kvinne,grunnskole,65,750
27,mann,høyere,51,968
33,kvinne,høyere,64,344
88,mann,videregående,55,1127
84,mann,videregående,28,261
36,mann,høyere,57,477
6,kvinne,høyere,18,268
49,kvinne,høyere,60,568
13,mann,videregående,59,595
29,kvinne,høyere,63,301
40,kvinne,høyere,52,290
23,mann,høyere,47,774
91,mann,grunnskole,33,1144
67,kvinne,videregående,49,602
95,mann,grunnskole,40,900
45,kvinne,høyere,37,441
64,kvinne,grunnskole,58,463
49,mann,høyere,35,430
19,kvinne,videregående,60,340
11,kvinne,høyere,61,827
80,mann,videregående,33,786
19,kvinne,videregående,56,537
57,mann,grunnskole,59,341
74,mann,grunnskole,37,905
90,mann,videregående,67,348
83,mann,videregående,22,770
68,mann,grunnskole,38,1059
18,mann,videregående,44,1184
52,kvinne,videregående,65,1156
81,kvinne,grunnskole,67,392
13,mann,grunnskole,19,980
78,kvinne,høyere,54,827
29,mann,grunnskole,61,226
45,mann,høyere,67,688
17,kvinne,høyere,59,582
23,kvinne,videregående,48,340
20,mann,grunnskole,20,618
97,mann,videregående,44,427
95,mann,grunnskole,22,381
56,kvinne,høyere,38,1087
58,mann,videregående,43,994
5,kvinne,høyere,38,603
78,mann,høyere,24,662
58,mann,grunnskole,51,750
50,mann,høyere,42,728
97,mann,grunnskole,36,650
50,kvinne,videregående,47,370
54,kvinne,høyere,21,906
66,mann,videregående,59,662
11,mann,grunnskole,67,799
89,mann,videregående,44,531
57,mann,grunnskole,47,804
91,mann,videregående,23,456
41,mann,høyere,64,326
11,mann,høyere,46,849
46,mann,høyere,63,593
93,mann,videregående,53,589
5,mann,videregående,54,1092
84,mann,grunnskole,27,383
98,mann,videregående,37,516
93,kvinne,videregående,58,385
15,mann,grunnskole,18,837
97,kvinne,grunnskole,47,709
63,mann,høyere,49,443
27,kvinne,videregående,44,652
10,mann,grunnskole,53,484
79,mann,grunnskole,29,351
7,kvinne,grunnskole,27,1074
4,kvinne,videregående,23,250
13,kvinne,grunnskole,28,888
36,mann,videregående,65,792
46,mann,grunnskole,67,506
41,kvinne,videregående,70,269
97,kvinne,høyere,22,499
60,mann,grunnskole,62,1080
35,kvinne,høyere,44,737
26,mann,høyere,21,311
73,mann,videregående,64,905
77,kvinne,videregående,56,1068
40,kvinne,høyere,54,838
45,mann,høyere,54,708
66,kvinne,videregående,69,384
78,mann,høyere,36,398
0,mann,grunnskole,47,840
15,mann,høyere,44,623
5,kvinne,videregående,53,1025
81,mann,grunnskole,58,406
88,kvinne,videregående,68,269
39,kvinne,høyere,53,531
98,mann,grunnskole,61,541
43,kvinne,høyere,54,830
3,mann,grunnskole,39,1053
43,kvinne,videregående,69,236
82,mann,videregående,27,842
58,kvinne,videregående,68,1033
52,mann,høyere,37,778
92,kvinne,høyere,52,219
26,kvinne,videregående,22,1192
19,kvinne,grunnskole,39,584
80,mann,høyere,56,598
23,mann,videregående,63,1078
40,mann,videregående,44,288
63,mann,videregående,46,1049
38,mann,høyere,37,379
14,kvinne,grunnskole,67,406
11,kvinne,høyere,19,1018
61,mann,grunnskole,39,1145
61,kvinne,videregående,27,987
12,mann,grunnskole,64,237
58,kvinne,høyere,51,318
0,kvinne,grunnskole,61,1068
76,mann,videregående,47,1110
5,mann,høyere,67,874
95,kvinne,grunnskole,54,976
39,mann,videregående,30,397
36,kvinne,høyere,38,991
56,mann,videregående,27,361
35,mann,grunnskole,57,773
65,mann,grunnskole,52,558
70,kvinne,videregående,27,1165
90,kvinne,høyere,33,375
9,kvinne,høyere,39,753
56,mann,grunnskole,19,682
86,mann,grunnskole,42,255
11,kvinne,videregående,29,921
76,kvinne,høyere,40,519
42,mann,høyere,66,886
68,mann,videregående,54,334
11,kvinne,grunnskole,47,517
87,kvinne,videregående,32,1170
28,mann,høyere,34,1134
46,kvinne,grunnskole,62,1139
85,kvinne,videregående,47,699
3,mann,videregående,25,559
61,kvinne,grunnskole,36,986
44,mann,høyere,24,615
91,mann,videregående,53,865
9,kvinne,høyere,47,610
75,kvinne,grunnskole,57,449
70,mann,videregående,42,267
43,mann,høyere,55,641
100,kvinne,høyere,68,550
69,mann,grunnskole,60,885
9,kvinne,grunnskole,55,810
59,kvinne,høyere,24,1041
56,mann,videregående,43,271
76,mann,høyere,70,810
98,kvinne,videregående,49,860
84,mann,grunnskole,31,1036
17,mann,grunnskole,60,352
57,kvinne,videregående,57,791
57,mann,grunnskole,61,1098
40,kvinne,høyere,68,1135
86,kvinne,videregående,63,1137
44,mann,høyere,18,826
65,kvinne,grunnskole,36,263
47,mann,grunnskole,63,773
45,mann,videregående,19,440
55,kvinne,høyere,38,928
48,kvinne,videregående,45,758
27,mann,videregående,26,392
71,kvinne,videregående,44,357
36,mann,grunnskole,18,273
82,mann,grunnskole,64,1106
62,kvinne,grunnskole,23,340
82,kvinne,videregående,68,912
77,kvinne,høyere,29,665
65,kvinne,høyere,70,660
49,kvinne,grunnskole,29,634
77,mann,høyere,49,1067
93,mann,høyere,50,475
52,kvinne,grunnskole,20,781
61,kvinne,grunnskole,55,693
88,mann,grunnskole,64,948
67,kvinne,videregående,51,280
66,mann,grunnskole,48,845
94,mann,høyere,58,752
74,kvinne,høyere,21,1125
43,mann,videregående,47,724
60,kvinne,videregående,40,1183
37,kvinne,grunnskole,20,911
76,kvinne,høyere,68,777
33,mann,høyere,48,792
21,mann,høyere,36,1028
94,mann,videregående,49,284
16,mann,videregående,34,335
78,kvinne,videregående,34,214
94,mann,høyere,29,1131
75,mann,høyere,46,578
22,kvinne,høyere,33,696
23,mann,videregående,23,1190
18,mann,videregående,66,622
98,kvinne,grunnskole,60,650
92,mann,grunnskole,54,951
44,mann,høyere,34,973
14,mann,grunnskole,47,608
60,kvinne,videregående,65,1171
96,mann,videregående,61,922
49,kvinne,videregående,27,743
55,mann,videregående,69,659
48,kvinne,høyere,61,1178
5,mann,høyere,58,562
55,kvinne,videregående,35,473
12,kvinne,høyere,55,600
59,mann,høyere,61,802
98,mann,høyere,39,893
88,mann,videregående,53,210
86,mann,grunnskole,18,621
12,mann,høyere,46,559
28,kvinne,videregående,30,234
3,mann,grunnskole,56,872
27,mann,høyere,25,288
77,mann,videregående,60,982
82,mann,grunnskole,62,388
32,kvinne,videregående,60,1158
9,kvinne,videregående,67,637
88,kvinne,videregående,28,999
9,kvinne,grunnskole,42,597
42,mann,videregående,70,471
22,kvinne,grunnskole,49,1150
25,kvinne,grunnskole,59,703
13,mann,høyere,67,641
27,mann,videregående,63,465
13,mann,grunnskole,22,785
93,kvinne,videregående,19,1118
63,mann,høyere,58,200
4,kvinne,videregående,27,916
42,kvinne,høyere,18,727
90,kvinne,videregående,45,613
93,mann,høyere,32,203
49,kvinne,grunnskole,54,748
45,kvinne,høyere,37,610
7,mann,videregående,52,1073
43,mann,videregående,66,984
37,mann,grunnskole,53,240
49,mann,videregående,62,599
13,kvinne,videregående,23,1106
80,kvinne,høyere,30,343
4,mann,grunnskole,64,807
30,kvinne,videregående,22,1011
69,kvinne,videregående,52,1188
57,mann,grunnskole,39,257
43,mann,videregående,25,416
83,kvinne,høyere,52,352
94,mann,grunnskole,20,953
18,kvinne,høyere,19,682
79,mann,grunnskole,62,864
16,mann,grunnskole,58,251
39,mann,videregående,57,374
75,mann,grunnskole,25,709
76,mann,grunnskole,69,407
54,kvinne,høyere,61,611
41,mann,høyere,54,758
17,kvinne,grunnskole,66,246
75,mann,videregående,22,323
35,mann,videregående,28,913
47,mann,videregående,33,1147
74,mann,grunnskole,24,1010
80,kvinne,grunnskole,19,1100
62,mann,grunnskole,18,383
11,kvinne,videregående,62,1026
98,kvinne,høyere,26,411
18,kvinne,høyere,46,621
30,mann,høyere,62,238
76,mann,høyere,49,826
11,kvinne,videregående,44,204
71,mann,grunnskole,25,742
12,kvinne,høyere,50,424
59,mann,videregående,21,398
14,mann,høyere,48,709
22,mann,høyere,20,255
82,kvinne,videregående,31,645
32,kvinne,høyere,69,1111
97,kvinne,grunnskole,24,958
6,mann,grunnskole,68,229
62,mann,grunnskole,33,938
56,kvinne,videregående,30,965
86,kvinne,grunnskole,67,312
41,mann,grunnskole,33,955
52,mann,videregående,32,275
60,kvinne,grunnskole,45,348
27,kvinne,grunnskole,42,582
17,kvinne,høyere,30,847
45,kvinne,grunnskole,39,330
4,mann,videregående,26,313
59,kvinne,videregående,28,978
43,mann,videregående,56,360
81,mann,høyere,53,1075
29,mann,videregående,51,700
27,kvinne,videregående,35,214
93,kvinne,høyere,33,453
41,kvinne,høyere,32,1113
75,mann,høyere,18,627
5,mann,videregående,64,987
64,mann,videregående,51,603
61,mann,videregående,49,446
10,mann,høyere,64,616
27,mann,videregående,36,444
82,mann,grunnskole,48,885
39,mann,høyere,47,1078
73,mann,videregående,47,990
17,kvinne,grunnskole,68,1092
47,kvinne,høyere,58,201
80,mann,videregående,62,540
67,mann,videregående,45,970
34,mann,høyere,23,835
42,mann,høyere,61,572
6,mann,videregående,41,676
79,mann,videregående,41,379
82,mann,høyere,63,992
26,mann,videregående,33,752
14,kvinne,høyere,66,794
89,mann,høyere,66,430
41,kvinne,videregående,50,896
54,kvinne,grunnskole,22,581
44,kvinne,videregående,50,739
15,kvinne,høyere,52,894
68,kvinne,videregående,57,576
86,mann,grunnskole,47,289
10,kvinne,grunnskole,36,1181
9,mann,grunnskole,35,314
89,mann,videregående,27,1095
26,mann,videregående,44,1192
87,mann,videregående,40,630
56,mann,videregående,30,264
2,mann,høyere,59,543
52,kvinne,høyere,59,1005
41,kvinne,høyere,60,913
67,kvinne,videregående,37,780
16,kvinne,grunnskole,68,466
29,kvinne,videregående,36,988
6,mann,videregående,36,666
21,mann,høyere,52,492
23,mann,høyere,62,1126
85,mann,grunnskole,33,319
5,kvinne,høyere,26,651
33,kvinne,grunnskole,31,775
90,mann,høyere,38,552
18,kvinne,videregående,52,1198
20,kvinne,grunnskole,19,614
63,mann,videregående,38,359
0,kvinne,høyere,63,502
60,kvinne,høyere,60,350
72,kvinne,videregående,62,315
93,kvinne,grunnskole,26,894
70,mann,videregående,19,611
79,mann,videregående,40,294
41,mann,høyere,59,399
74,mann,videregående,30,223
10,kvinne,høyere,60,1180
11,kvinne,grunnskole,49,525
77,mann,høyere,41,607
18,kvinne,videregående,42,581
1,kvinne,videregående,40,515
57,mann,grunnskole,64,1109
56,kvinne,videregående,36,367
93,kvinne,høyere,44,342
75,mann,grunnskole,31,510
60,kvinne,grunnskole,55,974
48,mann,grunnskole,44,854
34,kvinne,grunnskole,53,673
90,mann,grunnskole,29,1052
48,kvinne,høyere,49,243
38,kvinne,videregående,53,957
59,mann,grunnskole,68,202
19,kvinne,videregående,58,1054
81,kvinne,grunnskole,59,881
36,kvinne,grunnskole,49,1128
88,mann,grunnskole,25,983
35,kvinne,grunnskole,56,963
46,kvinne,høyere,45,1089
33,kvinne,høyere,70,322
47,mann,videregående,28,795
7,mann,videregående,47,1099
88,mann,videregående,28,254
34,kvinne,videregående,58,1133
45,mann,videregående,36,742
81,mann,høyere,30,984
80,mann,grunnskole,56,970
21,kvinne,videregående,70,1065
87,kvinne,videregående,61,914
88,kvinne,grunnskole,52,793
45,mann,grunnskole,26,730
36,kvinne,videregående,44,548
20,mann,grunnskole,27,715
28,mann,høyere,57,906
67,mann,videregående,47,1138
9,mann,grunnskole,19,691
44,kvinne,høyere,41,342
56,kvinne,grunnskole,63,511
3,mann,grunnskole,26,1077
88,mann,høyere,32,514
16,mann,grunnskole,23,635
88,mann,grunnskole,19,993
61,kvinne,grunnskole,30,310
4,mann,videregående,25,1130
32,mann,grunnskole,37,883
1,mann,grunnskole,56,410
75,mann,grunnskole,60,559
3,mann,grunnskole,65,1164
35,kvinne,videregående,28,1075
64,mann,høyere,54,269
12,mann,høyere,31,932
24,kvinne,grunnskole,66,750
0,mann,grunnskole,50,1071
90,kvinne,videregående,62,803
23,kvinne,høyere,24,385
45,kvinne,videregående,31,726
29,kvinne,grunnskole,66,521
15,kvinne,grunnskole,51,339
63,kvinne,høyere,36,770
92,mann,grunnskole,38,705
14,kvinne,videregående,47,814
94,kvinne,høyere,46,431
70,kvinne,videregående,45,393
8,kvinne,høyere,41,383
1,kvinne,høyere,24,605
56,mann,grunnskole,27,604
51,mann,høyere,28,266
46,mann,videregående,30,809
51,mann,grunnskole,45,942
63,kvinne,høyere,67,795
75,kvinne,høyere,43,564
60,kvinne,videregående,50,485
18,kvinne,grunnskole,25,456
62,kvinne,grunnskole,58,1165
17,mann,grunnskole,65,254
8,kvinne,høyere,19,1195
22,kvinne,høyere,61,534
19,kvinne,høyere,57,298
97,mann,høyere,66,732
98,kvinne,videregående,30,500
84,kvinne,videregående,50,467
69,kvinne,høyere,52,218
97,mann,videregående,25,592
57,kvinne,videregående,46,670
4,mann,grunnskole,53,875
99,kvinne,høyere,28,703
55,mann,videregående,63,598
62,mann,høyere,61,702
84,kvinne,videregående,53,1074
20,mann,videregående,34,706
75,kvinne,høyere,61,561
98,kvinne,videregående,21,228
75,mann,grunnskole,41,557
94,mann,høyere,39,589
12,kvinne,videregående,40,621
44,mann,høyere,33,453
30,kvinne,høyere,23,1132
88,mann,videregående,25,545
21,mann,høyere,38,238
58,kvinne,høyere,50,1123
53,kvinne,grunnskole,62,680
75,mann,videregående,42,784
49,kvinne,høyere,24,1027
62,mann,høyere,61,410
43,kvinne,høyere,69,983
85,kvinne,grunnskole,57,506
46,kvinne,grunnskole,49,850
100,mann,høyere,31,494
33,mann,videregående,54,611
28,mann,høyere,55,297
75,kvinne,videregående,22,780
67,kvinne,videregående,31,555
9,kvinne,høyere,69,507
55,kvinne,grunnskole,44,611
32,kvinne,høyere,66,760
23,mann,høyere,63,728
23,kvinne,grunnskole,60,1185
95,kvinne,videregående,58,745
78,kvinne,høyere,64,841
7,mann,videregående,47,351
30,mann,høyere,61,983
38,kvinne,videregående,38,1080
8,mann,videregående,35,1043
36,mann,videregående,61,815
30,kvinne,grunnskole,25,353
24,mann,grunnskole,69,1047
39,kvinne,videregående,53,646
54,mann,grunnskole,28,479
17,mann,videregående,68,1022
35,mann,høyere,20,1186
92,kvinne,grunnskole,21,1080
10,kvinne,høyere,37,1087
8,kvinne,videregående,60,873
11,kvinne,høyere,26,441
14,mann,høyere,60,1048
74,kvinne,videregående,23,443
76,mann,videregående,39,1052
74,kvinne,høyere,65,441
54,mann,grunnskole,24,379
27,kvinne,videregående,44,460
75,mann,videregående,52,583
89,mann,videregående,52,633
60,mann,videregående,68,1159
18,kvinne,videregående,63,576
39,mann,høyere,56,235
94,mann,høyere,68,887
30,kvinne,høyere,42,516
81,kvinne,høyere,25,747
30,kvinne,videregående,18,1131
50,kvinne,videregående,23,1158
96,mann,videregående,31,1080
20,kvinne,høyere,38,1100
98,kvinne,grunnskole,35,1087
